"cpg","logFC","P.Value"
"cg13178372",0.00109712663671667,0.202631751743667
"cg08270053",-0.000414211518010123,0.575254056941934
"cg04122467",0.000288435367912034,0.954982362085775
"cg01922433",0.000752314034798205,0.473244192064959
"cg17724175",0.00333106321566515,0.396463974687819
"cg15700487",0.000269457253613767,0.620634182045276
"cg20767356",0.000295990367115868,0.473491347535505
"cg11821626",-3.57817795208301e-06,0.992987103454819
"cg04578193",0.000135018631684471,0.477992995744834
"cg00568507",-0.000310263401968528,0.537852367851989
"cg15380890",0.000701247668974489,0.720761092206595
"cg08265551",0.000218982504665749,0.884413697581396
"cg17002259",0.000772273728060961,0.232569511033885
"cg13842305",-0.00222471500729276,0.699107356032407
"cg15932464",0.000825647022425213,0.60876374221499
"cg07119434",0.00171670740088377,0.404131171696657
"cg00318000",0.00127660737748342,0.0649140974587752
"cg26797661",0.0035130730536436,0.104580029665953
"cg15827295",0.000512236813229863,0.275726269811869
"cg08922811",0.000279777524773888,0.279392560125255
"cg26884161",0.000455843041176181,0.579694895043866
"cg06891074",0.000650984850694008,0.233624770962668
"cg24872444",-0.000677061718406731,0.480765877874365
"cg22736107",0.000431426060972831,0.0770059024731958
"cg19819265",-0.000896232696393309,0.398517138355586
"cg21157873",-0.001094532710398,0.152348655077026
"cg18814048",0.00126198587090905,0.582460745436511
"cg16108964",0.000154937157373092,0.809790951990206
"cg11690979",0.000660852830295811,0.480150377104534
"cg03431165",-0.00138420914934591,0.692713883816806
"cg24545100",0.00194316568074993,0.630142661428393
"cg03005293",0.00243264686905493,0.6007921641954
"cg10781408",-0.000219860826437082,0.613281725327974
"cg03749917",-0.00114960176684865,0.622832241790935
"cg27310092",0.00214422427065864,0.733820396447039
"cg12048339",0.00352005711452073,0.245239385096082
"cg03465714",-4.60739061485446e-05,0.985106870640108
"cg00011513",0.00269255709929717,0.316244246398552
"cg01864564",-0.000291944155727001,0.920851267812648
"cg00406188",0.000899607325655498,0.136753112521519
"cg10578897",0.00297290957351375,0.325208828917094
"cg21948655",0.000676781884385884,0.35783067712851
"cg20951266",0.000510868263837981,0.78678932543837
"cg14826683",0.00164624831525212,0.359477268642148
"cg13950674",0.048909637889129,0.000696786845366261
"cg06804411",0.0024108890356795,0.321347016590079
"cg24091195",-0.000440042770861781,0.885896791692595
"cg00666641",0.00835381754151077,0.315924800924914
"cg17421062",0.00235679946840546,0.419148036790164
"cg16269775",0.00146778748271685,0.448935520451418
"cg23023513",-0.000612504654436651,0.727505992458408
"cg26359488",-0.00820529561433577,0.0526816934547209
"cg24884190",0.000408425059574702,0.327555328829754
"cg23241429",-0.000262688607239716,0.331695130871914
"cg13478957",0.000172287554163223,0.449313714383401
"cg04143372",0.000495341963380372,0.100664711638658
"cg15930240",-0.000591595369890088,0.531501868996151
"cg11710659",0.00154381798623721,0.543759791396124
"cg23081265",0.000405211192639394,0.11497087770482
"cg16148871",0.00030009668016042,0.191351382818884
"cg08623548",-1.20745214276931e-05,0.995204764903313
"cg09275000",9.49526690791776e-05,0.857611693783621
"cg01588224",0.00419388280752503,0.228801865564855
"cg14835484",0.000594843668925234,0.342490074566158
"cg12205230",0.00669859040194815,0.047739642005906
"cg16586406",0.00306048404164333,0.582104663461744
"cg24472585",0.00075220082842155,0.429601750171194
"cg15714329",0.00103161851335,0.014770310673064
"cg00982167",0.000496080219788602,0.13385997870696
"cg17094927",-0.00299703772387629,0.354779848057155
"cg06811467",9.57128489508769e-05,0.971105954952633
"cg18757242",-1.53332585685752e-05,0.962688931584197
"cg24312771",0.000906074825007956,0.067296078095617
"cg07721365",0.000889358508440795,0.178850128714752
"cg17887936",0.000214704759877499,0.686151862685079
"cg20705565",-5.49591562842306e-05,0.918423695665388
"cg18713316",0.00605515487521221,0.013886622185333
"cg23597057",0.00317267415114273,0.0205712218647109
"cg01963297",0.00405052820094385,0.339055330357276
"cg04106964",-0.000211483123532165,0.674128756448102
"cg01178854",0.00292496625053473,0.110422511418178
"cg22608655",0.00147855734108787,0.490856657092965
"cg14980020",0.0029606296255858,0.257643354687828
"cg25412453",0.000813530756373885,0.645651800856523
"cg23890506",-0.00151537354899023,0.112493601765736
"cg27166581",0.00468696563529132,0.554716437893106
"cg25745642",-0.0056206227781691,0.0173678541296714
"cg06787675",0.000583836127117171,0.363135314291626
"cg10861146",-0.00264658132841131,0.0941616363145888
"cg19628619",-0.000176672927965728,0.819625536285036
"cg17483410",-1.1274133498802e-05,0.965354160672949
"cg06216400",0.0126091070393266,0.0783918491549689
"cg02768471",0.000483631313589765,0.319872707830165
"cg19163348",0.000500382914548782,0.132331491023083
"cg02913804",0.00101415942716482,0.501596301997992
"cg11736940",-2.09155984910387e-05,0.992416899989729
"cg26420739",0.000412092550707293,0.242722058010946
"cg11402704",0.00150252980847019,0.579757041503265
"cg20064047",0.000191276962333789,0.510871521811717
"cg02752934",0.00048819978544144,0.426455716750722
"cg00903950",-9.06839105971715e-05,0.771806366660551
"cg04607246",-5.96956109681967e-05,0.926105192286473
"cg06894549",-0.000531652695708166,0.353297859466466
"cg04664618",0.000612918569856557,0.230785399732541
"cg07557355",-0.000281329625840883,0.916353885384673
"cg06957790",-0.00884658249863725,5.34541235680641e-05
"cg13921921",0.0064170183981518,0.173079595466374
"cg27550984",-0.000872593926528574,0.365380087980269
"cg08881019",-0.00077037958812511,0.679022185544136
"cg19372602",-0.00130635673693282,0.830756416299365
"cg02414618",0.000422359246031845,0.366937556060001
"cg18130800",0.00130937477390525,0.028810496427817
"cg11084266",-0.0020180594512481,0.301442014722754
"cg07598367",-0.000203849633614754,0.935379844602805
"cg10544251",0.000216614397733424,0.776069570723566
"cg11423443",0.00320508934836115,0.0590138690137182
"cg25371803",0.000137833546652116,0.805776768251685
"cg13056505",-0.00183713822399794,0.230034945321767
"cg09938227",-0.000353169395438201,0.785892857413134
"cg17727529",0.00152307949789183,0.406306023656075
"cg10128479",0.000623787524389876,0.909992067104911
"cg07399312",0.000352453326082089,0.19934770841179
"cg05705605",-0.000990718561821046,0.451027108673661
"cg15208197",0.000504545864394282,0.86332276733652
"cg10581263",0.000594203284659395,0.280675441227286
"cg24584367",-0.000708345104135254,0.553256585799373
"cg00383209",5.85391020385084e-05,0.857375779749949
"cg14611278",0.00370115642009163,0.00242091247152174
"cg15934095",0.0013600956794109,0.718784437747837
"cg07966717",0.00153052815684,0.0127749251005461
"cg25503559",-0.000116566182734952,0.735654976851788
"cg26615259",0.000551769378713213,0.239999618328638
"cg07911444",0.00394890716500435,0.218037231257163
"cg20284773",-0.00221241804338663,0.37449421137102
"cg26431298",0.000757401652662095,0.363444411592455
"cg06324021",-3.7032003135534e-05,0.920820759569613
"cg26428727",0.000708037516992505,0.184430385823562
"cg09026722",0.000562190896927986,0.628348235080149
"cg20298273",-0.000535855149557356,0.570166606509745
"cg25017304",-8.8838107858912e-05,0.929883704247939
"cg07398352",0.000990694888207329,0.679234832526405
"cg27044986",-0.000101992296312349,0.980915837341334
"cg12421032",-0.000232450979663174,0.384780645179272
"cg07899451",0.00032422694497639,0.777140464476368
"cg26549326",0.000647111718967046,0.185596788178069
"cg18938392",-0.0195997750381021,0.00127843150106026
"cg11080915",0.00292615988784717,0.205356190320916
"cg01612158",0.000962967658138668,0.805840716409998
"cg05777583",0.00140530530804994,0.664400441764829
"cg23992209",-0.000123139130672535,0.853666766015782
"cg07792822",0.0011331141577418,0.0368975086110248
"cg08610987",0.000646247894885489,0.332471227479749
"cg09149672",-0.000820474189244359,0.303862178504989
"cg13941254",-0.00112627131536294,0.0925704361721047
"cg12068949",0.00019484051788675,0.72311682557863
"cg09267046",0.00154657084761738,0.348771638392531
"cg24833981",0.00511209387517212,0.166266808681187
"cg26025580",-1.18280005107925e-05,0.981361087941248
"cg00950718",0.0130702810522277,0.0118015259233201
"cg10816369",-0.00116910572205773,0.541243679903993
"cg18913171",0.00478870515983935,0.235292653179233
"cg26681210",0.000177873107672873,0.831289450422969
"cg00084271",0.00784753254928138,0.657272305436916
"cg24159014",0.000531374972581654,0.282708317652468
"cg09547777",-0.000577594083114289,0.561395429930856
"cg25388404",0.000188587918023513,0.547326356303603
"cg26821539",-0.000672645374421873,0.493517732744409
"cg22602513",0.000432262052848137,0.870800870172129
"cg21454485",-0.00238666051664322,0.522243746713988
"cg16776350",0.000823283060556964,0.622939989937088
"cg19734536",0.00122784160414694,0.211175970437202
"cg05200628",0.00312241110614605,0.0301317134796755
"cg16909402",7.6238465893655e-05,0.972971763697573
"cg07106927",-0.00568717434386226,0.175616229108032
"cg14512089",-0.000211095899613067,0.263997486420519
"cg13904520",-2.39233005403683e-05,0.993754218200914
"cg21269709",0.000703575524206316,0.260469956040632
"cg03430800",0.000231011975261038,0.713547835151724
"cg16276523",-0.0129068892329734,1.16490200572548e-05
"cg26065919",0.000693969300748694,0.10673573272481
"cg13672649",0.000304838726722758,0.207255076991929
"cg10439651",-3.81956776841401e-05,0.914553026466051
"cg09381484",-0.000486075802165039,0.5912216449127
"cg13473434",0.00490099059538085,0.0294419669742481
"cg01931502",0.000219314689708698,0.89786282050398
"cg25838590",-0.000890018922413285,0.771529080263574
"cg24422489",0.000839828672911819,0.56554106211676
"cg07706715",3.55531400643314e-05,0.916177865798466
"cg23270415",-0.000419138861931772,0.576010581390829
"cg13048485",-0.000333064203375278,0.667286228358719
"cg05033369",0.00526898887731004,0.125933064768612
"cg18450905",0.00168517016552925,0.216242446446294
"cg16142265",0.000756450003489728,0.586470536037488
"cg10810183",0.00069107056369908,0.163919341826822
"cg02482624",0.00158101651586883,0.197487175361743
"cg01964975",-0.000734008762236986,0.174872832300868
"cg27177808",-0.000270233026896145,0.62382751918622
"cg14252661",0.00349742435424617,0.161450773186643
"cg10316857",0.00203530222738189,0.274312310295959
"cg09501516",-9.43489607347331e-05,0.903869613014231
"cg04353106",0.00108797549989344,0.803221649115639
"cg10759651",-0.0146600505496143,2.85942797075307e-05
"cg10518144",-0.000266848313594624,0.816613947532424
"ch.1.162671525R",0.00109172760324798,0.671619776598861
"cg20812370",-0.00014037468202493,0.936638376359443
"cg10539928",-0.000470502322989646,0.410337055537595
"cg22729681",0.000251913362707152,0.874748489874161
"cg09871424",0.0046260242667557,0.0700643881505714
"cg12801715",0.000286903093513519,0.808688430842951
"cg19924619",0.000322242454020336,0.798596258498862
"cg24650501",0.00325961454481368,0.0161883404487706
"cg03919875",0.000810528885683512,0.409946082199897
"cg18174222",8.46713709973298e-05,0.813175935867083
"cg26272983",-1.85680445643438e-05,0.970218750453286
"cg15099632",-0.000296391584340997,0.499913314287721
"cg14970096",4.13333389930722e-05,0.8373178889013
"cg15646610",0.000700290850101794,0.294528411589588
"cg23935261",0.00463751316929176,0.00732751038388213
"cg11407681",0.00107326330662156,0.409207244073381
"cg22629111",0.00105340680393839,0.694974799781543
"cg19708554",-0.00673103618919148,0.0279207168162751
"cg15896487",0.000462895938591442,0.101394980996487
"cg10508760",-0.00934477266496242,5.50122301488096e-05
"cg23968893",0.00014792460508236,0.930948868302472
"cg05460716",0.000121697095891408,0.810577586778604
"cg00056754",0.00334180554477035,0.382985896850031
"cg17417720",-4.18126252367172e-05,0.906815384011506
"cg26792900",0.00998439904234544,0.076983383965894
"cg13231131",0.00125556821841648,0.656189503227865
"cg17104258",-0.0081944009232895,0.0125548925872976
"cg26904049",0.00271762342496752,0.139465011656342
"cg00628228",0.000735146905146075,0.36468003982409
"cg19220586",0.000608089394837322,0.323565086491357
"cg02079933",-0.00017996198265959,0.520081584384089
"cg05005425",-0.000351182675448583,0.523945014164405
"cg04846203",0.00667869460756167,0.207017166819294
"cg09372808",-0.000561329302270802,0.864857815341897
"cg20680460",0.000130755357564182,0.793782566168073
"cg05641439",0.000539094016970912,0.335097351114913
"cg18232980",-0.00784800139046539,0.0790128677812784
"cg04106636",0.00290824501032037,0.0879783958611767
"cg19720672",0.00055839265901524,0.124060332100107
"cg11745357",0.00643319642805922,0.00622356591359488
"cg20780850",-5.33099116790253e-05,0.935154203569028
"cg24541193",-0.00480409013000353,0.231463991840934
"cg09891761",0.000616112606499305,0.356102326080748
"cg22483175",-0.000688195632594242,0.13335520612468
"cg20327105",-0.000674398947952411,0.664146511350049
"cg02290855",0.00254750957563969,0.4625081626891
"cg00001593",0.0246199032789782,0.000765162056518182
"cg01508386",0.000761743770343257,0.421989165290373
"cg04892409",-0.000579543225612401,0.622578993616524
"cg11953609",-0.00626017048436825,0.0226743732276404
"cg01942971",-0.00692595612061434,0.31555320823834
"cg25541621",0.00238148015725007,0.489413940004297
"cg02694395",0.0228759572921754,0.000488751052362359
"cg02129382",-0.000829445622354633,0.54526796646878
"ch.1.169608016R",-9.40313171113597e-05,0.853155020617642
"cg03957476",0.000811064744413385,0.28963052722708
"cg06852250",0.00226820301366814,0.108476831319527
"cg06788362",-0.000432817511375739,0.472478135375037
"cg23391785",0.000362232802439832,0.491254662874986
"cg22077262",0.000111565042570119,0.630793204892665
"cg10622825",0.00169284219089014,0.170878457108057
"cg20525378",0.00218633056060463,0.0605887608670109
"cg15112923",0.000806660678259755,0.662912073641249
"cg00019151",0.000508228145262728,0.641315536250002
"cg06956500",0.000252237219556548,0.874965579039462
"cg23821755",0.00152919794916676,0.0296568618913799
"cg05396044",0.000995969394786352,0.0284920169451148
"ch.1.173213985R",0.00144592222851445,0.256850119688521
"cg20159036",0.00588899178110394,0.299557759941589
"cg24446604",0.00102332409807911,0.442480610976784
"cg01095590",0.000468829997787227,0.309605542353453
"cg00321850",-0.0030124294468586,0.58877952969457
"cg14847009",-0.0122687024969462,0.00300900302021305
"cg17845761",-0.0010108895722717,0.855062976229024
"cg24932457",-0.00471882676990301,0.23891493620926
"cg21577836",-0.00386567912843733,0.283289018361609
"cg04843688",-0.000563803291448547,0.543695100840548
"cg20323571",-0.0029493826997977,0.196685494287494
"cg06359938",-0.00150607509573124,0.438765066077344
"cg20309640",0.00464161635738446,0.0196154449905027
"cg03112680",0.000209152608013961,0.306324973186788
"cg15963499",-0.000874927464320881,0.832662406194428
"cg03437886",-6.39140961854188e-05,0.913889257832351
"cg13115240",0.000369293851696693,0.289549945367923
"cg07824564",-2.12600939616099e-05,0.947869901434456
"cg21265278",0.000492300631883853,0.765088248159121
"cg09817503",0.00139497437588839,0.422425539458806
"cg04506114",-4.02243034419363e-05,0.918457869782506
"cg11237426",-0.000781600563511635,0.604103798262788
"cg23045073",-0.00494774857778439,0.0973243340732475
"cg13848905",0.00318635833367285,0.203091922680755
"cg00962913",0.000329740698010776,0.275343030362447
"cg19751997",-0.00134044120863862,0.379726613064608
"cg10100117",0.000414874609738861,0.863512030073732
"cg12647251",0.000188411929809727,0.7095014516307
"cg24408603",0.000141003123055508,0.873932028666657
"cg26251202",0.00492100869505464,0.0403696703206737
"cg08755040",-0.000627154263730552,0.790857460195499
"cg17827020",0.00125898870207028,0.193182302185066
"cg26049527",-0.000114161737176805,0.829108748245511
"cg08650426",0.000986551336670176,0.614403056065392
"cg07223626",9.23202181235214e-05,0.479947685749751
"cg27176729",0.00992366163046319,0.171619867511266
"cg03653817",-0.00251750258415745,0.274199828143719
"cg12903530",0.00023844251528721,0.965219759996464
"cg08903425",0.00787346416761157,0.0582089801186259
"cg16898334",0.000140637894013233,0.837348307604989
"cg22622057",-0.00910126372524211,0.110009996062701
"cg17800870",0.000649230580848403,0.535202621082833
"cg05395321",0.00261752890046256,0.201193836657908
"cg13559225",-0.000106832201560152,0.799920746234674
"cg10240684",0.000104276838936617,0.632315256038336
"ch.1.3571010R",0.000676914094783095,0.156255903231114
"cg00379090",-0.000770936386163715,0.210822741020252
"cg17223218",-0.000138276859143092,0.826345542053883
"cg12552165",0.00108184567956545,0.655162776505833
"cg23696949",-0.00757807184954753,0.0222974007325547
"cg13101705",0.00303312750413324,0.284563684761343
"cg17886162",0.000137597341781383,0.696808999772977
"cg02105034",0.00077904778689697,0.0391697636517623
"cg24558378",-0.00024660957028944,0.717962858988767
"cg04972433",3.94422607005911e-05,0.955048774137021
"cg08233467",0.000726914744017703,0.0697199857150206
"cg03125090",0.000146710667926839,0.744123834571524
"cg03612333",0.000269199403501208,0.716728518521851
"cg09013655",-0.000581639159863819,0.741040310486644
"cg03963174",-0.000100660385797551,0.813243821992131
"cg13380612",-0.000840918963328526,0.311016147601229
"cg00498612",0.000361936864593314,0.184917405356611
"cg00816620",0.00759353383004111,0.0697731781354552
"cg13788537",-0.00105270176745446,0.0807466888508397
"cg15842216",-0.000704635420533502,0.729152227533459
"cg08850949",-0.000498920424580606,0.612610329424432
"cg27294431",0.000848182544369847,0.0133773520756282
"cg15898116",-0.00469933545441941,0.00830538427532794
"cg10951619",0.00140787261884046,0.449748769698899
"ch.1.189720737F",-0.000610572279490821,0.291064924088808
"cg06804334",-9.61410101812477e-05,0.880225285788262
"cg17417618",0.00185187667334225,0.238858492464672
"cg04402184",8.78690643443405e-05,0.808912385799568
"cg13682187",0.000609979322571502,0.918042720231822
"cg02736602",-0.00290372536260723,0.337948679005613
"cg05907029",1.80294039932856e-05,0.951280263811656
"cg10897376",-0.000102812880869297,0.87979701600913
"cg00783748",0.00033234405390423,0.885734326005052
"cg12434982",-0.00295098928210242,0.0974177255957987
"cg26816907",0.00478180983752885,0.112031078825849
"cg00114966",0.00505193321192621,0.509853130220295
"cg09321965",0.000974351996354412,0.240095687222831
"cg09247619",0.0048334810066505,0.279980858785951
"cg26160460",0.000992944536676102,0.349051505989049
"cg22607266",-0.0011333921054575,0.323306821087208
"cg17486263",0.00224036430217891,0.0528025469484267
"cg08158862",-0.00597484582345495,0.00282755568995882
"cg06880420",0.00677591269408281,0.160941805587774
"cg11694285",-0.00042531104677933,0.67061052118648
"cg22506841",-0.000312434359456922,0.437989333885918
"cg27058077",0.00238559496277552,0.633652964968219
"cg22628512",-0.000343168320851909,0.702456909850221
"cg26898266",0.0004212202939209,0.438429250021903
"cg10386194",-0.00112696576541498,0.345189644769054
"cg00575024",-0.000307293942803518,0.711175840483694
"cg09032791",0.000486352397112883,0.703122041511477
"cg03040292",-0.00169441232915967,0.747069649392555
"cg04133293",-0.00016768857501563,0.747527957951767
"cg13930047",0.00129283526811085,0.529289692932842
"cg21406113",-0.000999909341333462,0.23116092709344
"cg12857074",0.000748592767188479,0.512318052467118
"cg07344172",-0.000542143166159914,0.443283940153467
"cg23594461",-0.000567333568140275,0.78710313747505
"cg24876998",-0.00079897081035386,0.777013195742915
"cg00165631",0.00414567608020538,0.0320251867417467
"cg11688469",0.00318998367543333,0.0835683203033105
"cg06213484",0.00298545815648313,0.127647142907715
"cg23012527",0.00128793801963243,0.251756502134932
"cg05695937",-0.00222052123649692,0.458173381399186
"cg19827875",-0.00284738142734224,0.251190593643419
"cg17984007",0.00831740728445019,0.0217014925295343
"cg21461981",0.00281297593124838,0.338352432749346
"cg16257215",0.000825780448036563,0.640434196031988
"cg18536207",-0.000288463383455826,0.656236674322293
"cg19675731",0.000315976770197504,0.419877068044264
"cg06254274",-0.00161857991778852,0.437251412234773
"cg04316941",0.00163969253712271,0.357584281112156
"cg23278267",-0.000301187789310351,0.615463293726508
"cg16315376",0.00121068419237289,0.293128026326478
"cg15505700",-0.0112697453029127,0.0606637019246733
"cg01992990",0.000687756566937531,0.297248020819049
"cg24744425",-6.49166263563366e-05,0.69317776250346
"cg06438337",0.000759740929004719,0.0491123511772796
"cg20248954",0.000276228931747421,0.220088794469834
"cg13198269",-1.46230433426343e-05,0.946239763381148
"cg11717782",-0.000195572782025834,0.837789042478777
"cg03900565",0.000759691264839405,0.795697013286203
"cg17849972",-0.000526326225912581,0.660738390645285
"cg23609672",-0.000851985438350248,0.662446227529011
"cg15490070",0.00282585372097932,0.640673153775579
"cg04361579",0.000137648005960728,0.778624039125791
"cg02254181",0.00120679886088768,0.094000547544653
"cg00567854",0.00947021338556692,8.54482301731256e-06
"cg21818533",0.000183659499593157,0.914615582216582
"cg08138571",0.00200446660360586,0.00706601783818417
"cg12297711",0.000671901056070821,0.0849234777152018
"cg10815486",0.000192972393149081,0.498826183280018
"cg12388679",-0.00330212573509189,0.812058350515792
"cg17141370",0.000657975297643404,0.35084370824867
"cg01980854",6.92892054173118e-05,0.974422295763326
"cg03471436",0.00282750342220491,0.169545994177239
"cg17596142",0.000103560737139067,0.827691750450778
"cg25407979",0.00236639917975958,0.625834940771109
"cg16029875",-0.00201948144817417,0.63695551487747
"cg03461777",0.00192542366013643,0.181090834091339
"cg10118093",-0.00124239221659132,0.317452125877591
"cg13672525",0.00330252143220848,0.227242299736393
"cg02673901",-0.0077753669533705,0.0298700028311857
"cg14090822",0.000211723631874225,0.808017166989645
"cg04905877",-0.00457645710028079,0.227735226700869
"cg24931168",-0.00135084681623674,0.111499453631861
"cg11251293",0.000272407654049907,0.867291148244046
"cg15542880",-0.000222293189657556,0.795671964613843
"cg05390368",-0.000652365772251149,0.478538942754989
"cg13074813",-0.00191997970139556,0.0437852479099781
"cg06941836",0.000167247013715404,0.615384378503708
"cg18759595",0.0137684244713627,0.00330876180959228
"cg14221039",0.00171928366424846,0.00628780223334858
"cg24060173",0.000354846384573953,0.917144935082519
"cg08724493",0.000223336265110921,0.784849754546797
"cg15012468",0.000695863832666179,0.854312751867499
"cg27568165",0.0021102165776563,0.11087873159097
"cg06442372",0.00132854971296634,0.216611449995582
"cg23951618",0.000148597040157586,0.249826728980073
"cg14218435",0.0001860477650711,0.895447138000004
"cg08128734",-0.00052073570826561,0.893839855604246
"cg25283667",0.00139132191294301,0.0472162136891289
"cg01442843",0.00261170147172364,0.634815881351885
"cg01917016",0.000354602084074414,0.38568184781311
"cg01860753",-0.0111680062959508,0.0188119249405206
"cg10662787",0.000838330438003073,0.308027543036964
"cg18759190",-0.00106783869168209,0.411671081695748
"cg17717238",-0.000790644793328054,0.158554472760796
"cg23145622",0.000835634288465972,0.293006119609958
"cg16061436",0.00780464040463368,0.0599517199853608
"cg22511455",-0.000459940708615042,0.673569745391654
"cg09763644",0.00954041240689864,0.051622247939037
"cg00997931",0.00485832202536111,0.237083100145391
"cg12796440",0.0011892707754795,0.544161779291632
"cg17504886",0.000319556747632806,0.753321927727847
"cg00175709",0.00257446579519547,0.373618667407487
"cg21961336",0.000244132910331588,0.406968723353469
"cg03959945",0.00130886816744553,0.49439618302475
"cg07563180",0.000974477673314363,0.311034908018835
"cg01530981",0.00916265653133748,0.0022625707501198
"cg26266991",0.00364255118475282,0.00269417972944007
"cg21170029",0.000975721438610368,0.175630202721055
"cg10807750",-0.000848610024285788,0.433183844533718
"cg04484523",-0.000250950242474229,0.617957844557909
"cg05959508",0.000143438444866995,0.903479593980273
"cg05034446",0.00246124957161769,0.139022330074783
"cg22046121",-0.000456513196201128,0.486548121305266
"cg16030177",-0.00867554829347992,0.0196859851197682
"cg13548554",-0.0018922978276044,0.59454177547266
"cg15926004",-0.000506925710143844,0.775713434834018
"cg08921300",-0.000433358263344302,0.637270671332818
"cg16166061",0.00194332548516923,0.500559326184688
"cg20912172",0.000739996780114699,0.0204233316230224
"cg17043339",-0.000554912597392657,0.328617416919371
"cg24484971",-8.88953899764361e-05,0.964446790238114
"cg26924127",-0.000831621584398451,0.500151182673162
"cg15525053",0.000389224890150809,0.173911176162059
"cg01470925",0.00101324033470728,0.303428706151676
"cg16028793",0.0003283551570738,0.141315084936894
"cg23834779",0.000301430822038878,0.647405356405334
"cg24861580",0.000652783806199101,0.19391400198275
"cg25467833",0.00100279653288141,0.794091037752379
"cg05660803",4.94351075544424e-05,0.784951304983841
"cg16061177",0.00911086964007274,0.0169576154204073
"cg04416454",2.75823494869606e-05,0.982598814469021
"cg07589846",0.002425666933889,0.00921343629952403
"cg14588027",-0.00103388047405918,0.690881176689373
"cg01313622",-0.00061197130521788,0.638344908886416
"cg24305675",-0.00148023431036363,0.541692620191922
"cg17042892",0.0033939712060264,0.194400337030881
"cg13962681",-0.00108807016378733,0.0406588326243804
"cg25060890",-0.00401365729903768,0.0489947674122847
"cg15612546",0.000463650781788595,0.461367959178892
"cg11179816",0.00506320612617923,0.0902143913381754
"cg07896717",0.00105415512699747,0.587402682293538
"cg01631319",-0.00607810691351659,0.00548639111437408
"cg03141679",0.000172965320601318,0.746569344422999
"cg23622129",-0.00557938277770728,0.661312453856502
"cg11963755",0.00286243387770822,0.00231058680266103
"cg07031542",-0.000190228225417919,0.867588955582101
"cg22400454",-0.00180477571460048,0.475990315257146
"cg20781560",0.000576272245909778,0.567459353836409
"cg17024643",0.00528190332149062,0.0502948381523226
"cg19769445",0.00129102091794999,0.15917133473052
"cg22427797",-0.000667485315791888,0.857877329127633
"cg26809965",-0.0157841265368915,0.012003097725085
"cg10716356",-0.000405486391303536,0.834327934737899
"cg01806170",-0.00365463489930274,0.0874088897546603
"cg17130063",0.000483943066004733,0.534084864118017
"cg11398511",-0.000611286924620121,0.605573030880721
"cg12133444",0.00037487455021915,0.457414003538007
"cg22356593",-2.75610651529948e-05,0.928265924485104
"cg08466883",0.00127249818542876,0.0835657023087926
"cg19910763",-0.00222884324185734,0.0447394858013779
"cg14524956",0.000683496968349721,0.783683122006806
"cg26036678",-0.00160831773346425,0.5125373352406
"cg07236221",0.000540575309722799,0.487766524488304
"cg15998609",-0.0081921223118782,0.0341011961546712
"cg17434154",0.0127713806870325,0.00171176404792516
"cg18181196",-0.000205394580821829,0.846903714884405
"cg00255368",-0.000285360688019088,0.864855710443045
"cg25755575",-0.000491774043070458,0.762671403884424
"cg00778880",-0.000852919925017866,0.514367422813076
"cg26614563",-0.00137875597435026,0.40914707349523
"cg14468913",-0.0035225767057435,0.0933971486965803
"cg07394404",0.000199278176944031,0.388536903051515
"cg20689471",-0.00108679127001054,0.708970452955917
"cg17216266",-0.000411078172483846,0.847406815280969
"cg14825828",0.000423667517346159,0.679913136441408
"cg24903794",0.00051646237459812,0.0629765853794794
"cg27546195",-0.000947344782491505,0.211036637767863
"cg16257868",-0.000571203686465343,0.402936260957118
"cg17038645",0.00163575702511832,0.11482795296853
"cg11235344",0.00030372108761775,0.425917373938731
"cg06786860",-0.000679935128333864,0.606309226921845
"cg19361865",-0.000101266312138502,0.947820104948589
"cg24374583",-0.00346988435487513,0.0536850969721522
"cg13170032",0.000963319836895588,0.365022255562417
"cg20454002",0.00609104269983427,0.0913883061126071
"cg22698272",0.00228895580982352,0.148848865604646
"cg15450098",0.000459812487322098,0.546984214290284
"cg26440142",-0.00153757956126653,0.132603569631072
"cg17108958",-0.00325723925078972,0.29384928355235
"cg16579981",-0.000131692879427013,0.843471576395734
"cg16374906",-8.01898048301151e-05,0.930228211031139
"cg08708209",7.23966511546473e-05,0.963122261716239
"cg23219925",-0.000867732499973881,0.60678322105652
"cg12721068",0.00417803571415344,0.0198107944254322
"cg20664061",-0.00335733801009013,0.186046651544506
"cg00613344",0.000127902766810345,0.804618928826378
"cg02736482",-0.000207268657314442,0.76249159113232
"cg13357903",0.000165256620270184,0.61899312038182
"cg15993834",0.000540585361570094,0.0892137277969871
"cg21568317",-0.000798249812074792,0.209211735455608
"cg06621799",-0.00875368170628142,0.0379855635358132
"cg21908084",0.000676878911417145,0.520527584449769
"cg12700102",0.000751023372286187,0.308978793136625
"cg16307860",-0.000276804311817112,0.900448400587748
"cg08274718",-0.000439543603645238,0.542738137160794
"cg15150550",0.000842792622441485,0.70748186216097
"cg06155710",0.000406819512907226,0.884259780066189
"cg27202708",-0.0145389728381069,0.00144842755879078
"cg03543985",0.00264874662537335,0.139116910422889
"cg20686176",0.00106996935529383,0.313712864593813
"cg08439122",0.000958248291894143,0.605741494447678
"cg20695057",0.000174785103622178,0.33494585789639
"cg09862948",0.00172081127465275,0.243109349035529
"cg25882709",0.000467168871316505,0.59497445633947
"cg17296990",0.00158918444597093,0.345814520577509
"cg08707875",-0.0125040866274774,0.0121033289977096
